id_anuncio,fuente,operacion,tipo_inmueble,subtipo,direccion_texto,barrio_zona,municipio,provincia,precio_eur,precio_anterior_eur,descuento_pct,garaje_incluido,habitaciones,superficie_m2,planta,exterior,ascensor,obra_nueva_categoria,obra_nueva_flag,notas_parseo
1,Inmobiliaria E-Castro,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,121,4,sí,sí,otros,0,""
2,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,sí,5,232,,desconocido,desconocido,otros,0,""
3,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 6",Centro,Castro-Urdiales,Cantabria,299000,,,desconocido,2,84,3,sí,sí,otros,0,"Garaje no indicado"
4,Inmobiliaria E-Castro,venta,piso,, "Calle de la Ronda, 32",Centro,Castro-Urdiales,Cantabria,340000,,,desconocido,4,99,5,sí,sí,otros,0,"Garaje no indicado"
5,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,799000,,,sí,5,511,,desconocido,desconocido,otros,0,"Dirección sin número"
6,Inmobiliarias.com,venta,ático,, "Calle de Angel Perez Hornoas Cholo",Brazomar,Castro-Urdiales,Cantabria,360000,,,sí,3,130,6,sí,sí,otros,0,""
7,Inmobiliarias.com,venta,ático,, "Calle de la Granja",Cotolino,Castro-Urdiales,Cantabria,405000,,,sí,2,90,4,sí,sí,otros,0,""
8,Inmobiliarias.com,venta,piso,, "Calle Ataúlfo Argenta",Cotolino,Castro-Urdiales,Cantabria,415000,,,sí,3,110,2,sí,sí,otros,0,""
9,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Montealegre",Sámano,Castro-Urdiales,Cantabria,455000,,,desconocido,5,266,,desconocido,desconocido,otros,0,"Garaje no indicado"
10,Inmobiliaria E-Castro,venta,piso,, "Isaac Castillo",Mioño-Santullán,Castro-Urdiales,Cantabria,180000,,,desconocido,4,105,1,sí,no,otros,0,""
11,Exclusivas Inmobiliarias Mikeli,venta,dúplex,, "Calle Doctor Marañón",El Sardinero,Santander,Cantabria,2890000,,,sí,4,310,2,sí,sí,otros,0,""
12,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Manuel García Lago",El Sardinero,Santander,Cantabria,3150000,,,sí,5,241,4,sí,sí,otros,0,""
13,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado",Centro,Castro-Urdiales,Cantabria,220000,,,desconocido,2,64,6,sí,sí,otros,0,"Dirección sin número"
14,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Cerdigo",Oriñón-Allendagua,Castro-Urdiales,Cantabria,370000,,,sí,4,227,,desconocido,desconocido,otros,0,""
15,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida Maura",El Sardinero,Santander,Cantabria,520000,,,sí,2,105,1,sí,sí,otros,0,""
16,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Avenida de Cantabria",Valdenoja,Santander,Cantabria,798000,860000,7,sí,3,178,3,sí,sí,otros,0,"En el texto indica edificio construido en 2005"
17,Inmobiliarias.com,venta,casa,chalét adosado,"Calle del Alto de la Cruz",Cotolino,Castro-Urdiales,Cantabria,450000,,,sí,4,250,,desconocido,desconocido,otros,0,""
18,Exclusivas Inmobiliarias Mikeli,venta,piso,, "Paseo de Pereda",Puerto Chico,Santander,Cantabria,1800000,,,desconocido,5,292,4,sí,no,otros,0,"Garaje no indicado"
19,Exclusivas Inmobiliarias Mikeli,venta,casa,chalét independiente,"Barrio la Arnía",Liencres,Piélagos,Cantabria,875000,,,sí,6,308,,desconocido,desconocido,otros,0,""
20,Engel & Völkers Santander,venta,piso,, "Avenida de Pontejos",El Sardinero,Santander,Cantabria,885000,,,sí,4,189,8,sí,sí,otros,0,""
21,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Brazomar, 46",Cotolino,Castro-Urdiales,Cantabria,575000,,,desconocido,5,232,,desconocido,desconocido,otros,0,"Duplicado potencial del anuncio #2 (misma dirección y precio). Garaje no indicado"
22,altamira21.com,venta,piso,, "Calle Juan de Herrera",Centro - Ayuntamiento,Santander,Cantabria,598000,,,desconocido,4,107,4,sí,sí,otros,0,"Garaje no indicado"
23,Inmobiliarias.com,venta,piso,, "Calle Belén, 3",Centro,Castro-Urdiales,Cantabria,430000,,,desconocido,2,84,2,sí,sí,otros,0,"Indica 'reciente construcción' pero no 'obra nueva' explícito"
24,Inmobiliaria E-Castro,venta,piso,, "Calle Leonardo Rucabado, 50",Brazomar,Castro-Urdiales,Cantabria,270000,,,sí,2,64,2,sí,sí,otros,0,""
25,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Barrio Sámano, 40",Sámano,Castro-Urdiales,Cantabria,360000,,,desconocido,3,221,,desconocido,desconocido,otros,0,"Garaje no indicado"
26,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas",Centro,Castro-Urdiales,Cantabria,740000,,,sí,6,400,,desconocido,desconocido,otros,0,"Dirección sin número"
27,Inmobiliaria E-Castro,venta,casa,chalét pareado,"Calle Aureliano Linares Rivas, 17",Centro,Castro-Urdiales,Cantabria,650000,,,desconocido,5,350,,desconocido,desconocido,otros,0,"Garaje no indicado"
28,Inmobiliaria E-Castro,venta,casa,chalét independiente,"Calle Paco Labiano, 5",Playa Ostende,Castro-Urdiales,Cantabria,750000,,,desconocido,4,372,,desconocido,desconocido,otros,0,"Garaje no indicado"
29,Inmobiliarias.com,venta,piso,, "Avenida Riomar, 1",Cotolino,Castro-Urdiales,Cantabria,498000,,,sí,4,120,4,sí,sí,otros,0,"Duplicado potencial del anuncio #1 (misma dirección y precio; m2 difiere 121 vs 120)"
30,Inmobiliarias.com,venta,casa,chalét independiente,"Barrio Sámano",Sámano,Castro-Urdiales,Cantabria,370000,,,sí,4,270,,desconocido,desconocido,otros,0,"Dirección sin número"
233,Exclusivas inmobiliarias mikeli,venta,casa,chalét independiente,Calle los Calderones,Soto de la Marina,Santa Cruz de Bezana,Cantabria,1080000,,,sí,,4,449,,desconocido,desconocido,otros,0,""
234,RE/MAX Vértice,venta,piso,,Calle Vargas,Numancia - San Fernando,Santander,Cantabria,180000,200000,10,no,,2,92,4,sí,no,otros,0,"Sin ascensor"
235,Inmobiliaria Mi Villa,venta,piso,estudio,Calle Marqués de Comillas,Centro,Laredo,Cantabria,138000,,,no,,0,40,2,sí,sí,otros,0,"Estudio"
236,Inmobiliaria Mi Villa,venta,piso,,Calle el cormecio,Ampuero,Ampuero,Cantabria,160000,,,sí,,4,100,1,sí,no,otros,0,""
237,Inmobiliaria JC de Laredo,venta,casa,casa independiente,Voto,Voto,,Cantabria,195000,,,no,,5,200,,desconocido,desconocido,otros,0,"Casa de piedra (texto); para reformar"
238,RE/MAX Vértice,venta,piso,,Avenida España,El Parque - Zapatón,Torrelavega,Cantabria,250000,260000,4,no,,5,163,1,sí,sí,otros,0,""
239,Inmobiliaria Mi Villa,venta,ático,,Calle El Cabrahido,Limpias,Limpias,Cantabria,190000,,,sí,,2,67,3,no,sí,otros,0,"Interior (texto)"
240,Inmobiliaria JC de Laredo,venta,piso,,Santoña,Santoña,,Cantabria,299000,,,no,,9,145,1,sí,sí,otros,0,"Inmueble para alojamiento turístico (texto)"
241,Inmobiliaria Mi Villa,venta,piso,,Calle Espina,Limpias,Limpias,Cantabria,165000,,,sí,,2,65,bajo,sí,sí,otros,0,"Urbanización con piscina"
242,Inmobiliaria Mi Villa,venta,piso,,Barrio la Quintana,Ramales de la Victoria,Gibaja,Cantabria,115000,,,no,,3,93,2,sí,no,otros,0,""
243,Fincas Mafer,venta,piso,,Travesía de el Cantón 22,Limpias,Limpias,Cantabria,155000,,,sí,,3,97,2,no,sí,otros,0,"Interior (texto)"
244,Fincas Mafer,venta,casa,casa independiente,Barrio Secadura-la Fragua 69 a,Voto,Secadura,Cantabria,253000,,,no,,5,315,,desconocido,desconocido,otros,0,""
245,Trece Home,venta,casa,chalét,Barrio Villanueva 39,Meruelo,Meruelo,Cantabria,595000,,,sí,,4,236,,desconocido,desconocido,otros,0,"Reciente construcción; alta eficiencia (texto)"
246,Engel & Völkers Santander,venta,casa,casa independiente,La concha 6,Suances,Suances,Cantabria,1150000,,,sí,,6,591,,desconocido,desconocido,otros,0,"Villa (texto)"
247,Inmobiliaria Eurocasa,venta,piso,,Barrio las Cuartas,Renedo,Piélagos,Cantabria,175000,190000,8,sí,,2,76,3,sí,sí,otros,0,""
248,RE/MAX Vértice,venta,piso,,Hoznayo,Hoznayo,,Cantabria,179500,185000,3,sí,,2,71,2,sí,no,otros,0,"Sin ascensor"
249,Inmobiliaria JC de Laredo,venta,casa,casa de piedra,Calle Menéndez Pelayo,Ramales de la Victoria,Ramales de la Victoria,Cantabria,268000,,,no,,6,201,,desconocido,desconocido,otros,0,"Reformada; piscina (texto)"
250,Bahía Home,venta,piso,,Paseo de Altamira 12,General Dávila,Santander,Cantabria,849000,,,sí,,5,209,1,sí,sí,otros,0,""
251,Exclusivas inmobiliarias mikeli,venta,piso,apartamento,Barrio Rodil,Mortera,Piélagos,Cantabria,180000,,,no,,1,49,bajo,sí,no,otros,0,"Apartamento/estudio (texto)"
252,RE/MAX Vértice,venta,piso,,Barrio Entrambasaguas,Entrambasaguas,Entrambasaguas,Cantabria,238000,,,sí,,3,93,2,sí,sí,otros,0,"Urbanización con piscinas"
253,Fincas Mafer,venta,casa,casa independiente,La Bárcena 8,Ampuero,Ampuero,Cantabria,479000,,,sí,,5,324,,desconocido,desconocido,otros,0,""
254,Fincas Mafer,venta,piso,,Calle Doctor Senderos 5,Centro,Laredo,Cantabria,360000,,,no,,3,106,2,sí,sí,otros,0,""
255,Trece Home,venta,piso,,Avenida Benedicto Ruiz,Ajo,,Cantabria,210000,,,no,,3,100,,sí,desconocido,otros,0,"Exterior (texto)"
256,RE/MAX Vértice,venta,casa,casa independiente,Barrio la Iglesia,Polanco,Polanco,Cantabria,850000,,,sí,,12,580,,desconocido,desconocido,otros,0,"Posada cántabra rehabilitada"
257,Bahía Home,venta,casa,chalét independiente,Calle Veridiano Rojo Herrera 7,Cueto,Santander,Cantabria,1199000,,,sí,,4,416,,desconocido,desconocido,otros,0,""
258,INMOGAR BILBAO,venta,casa,casa independiente,Barrio Ontón,Ontón,Castro-Urdiales,Cantabria,349000,,,sí,,3,220,,desconocido,desconocido,otros,0,""
259,Inmobiliaria Eurocasa,venta,piso,,Calle Francisco Cubría,Numancia - San Fernando,Santander,Cantabria,370000,,,no,,4,104,1,sí,sí,otros,0,""
260,Bahía Home,venta,casa,casa independiente,Calle Higarino 443,Miengo,Miengo,Cantabria,500000,,,sí,,3,114,,desconocido,desconocido,otros,0,"Vistas al mar"
261,Bahía Home,venta,ático,,Avenida Santander 16,Tregadín,Noja,Cantabria,259000,,,sí,,2,94,4,sí,sí,otros,0,""
262,Inmobiliaria Eurocasa,venta,casa,casa,Calle el Mazo de Abajo,Alisal - Cazoña - San Román,Santander,Cantabria,375000,,,no,,7,363,,desconocido,desconocido,otros,0,""
263,donpiso Santander,venta,piso,,Calle Galicia,General Dávila,Santander,Cantabria,169900,,,no,,3,66,bajo,sí,no,otros,0,""
264,ELITE,venta,casa,masía,Calle del Progreso 2,Ampuero,Ampuero,Cantabria,1390000,,,sí,,8,874,,desconocido,desconocido,otros,0,""
265,Engel & Völkers Santander,venta,casa,casa independiente,Calle Torrelavega,Suances,Suances,Cantabria,875000,,,no,,4,250,,desconocido,desconocido,otros,0,"Vistas al mar; primera línea (texto)"
266,Look and find gijon,venta,casa,chalét,Barrio Requejada,Polanco,Polanco,Cantabria,395000,400000,1,sí,,4,300,,desconocido,desconocido,otros,0,""
267,Engel & Völkers Santander,venta,casa,villa,Barrio la Cotera,Medio Cudeyo,Medio Cudeyo,Cantabria,689900,,,sí,,5,412,,desconocido,desconocido,otros,0,"Villa (texto)"
268,donpiso Santander,venta,casa,chalét independiente,Calle Lluja,Peñacastillo - Nuevamontaña,Santander,Cantabria,891140,,,desconocido,,3,300,,desconocido,desconocido,otros,0,"Tres plantas; parcela amplia"
269,Look & Find Ríos Rosas,venta,piso,,Calle Calvo Sotelo,Centro - Ayuntamiento,Santander,Cantabria,640000,,,no,,4,195,2,sí,sí,otros,0,"Orientación sur"
270,Inmobiliaria uranga,venta,casa,chalét independiente,Barrio Villanueva,Meruelo,Meruelo,Cantabria,595000,,,sí,,4,236,,desconocido,desconocido,obra nueva,1,"Construido en 2023"
271,Inmobiliaria uranga,venta,casa,chalét independiente,Puente Barrio el,Guriezo,Guriezo,Cantabria,250000,,,sí,,6,483,,desconocido,desconocido,otros,0,"Vivienda principal + edificaciones auxiliares"
272,MiPiso.com,venta,casa,casa independiente,El Callejo - La Pesquera - La Arenosa,Laredo,Laredo,Cantabria,299000,,,no,,4,260,,desconocido,desconocido,otros,0,"Vistas al mar"
273,Tempo Family Real Estate,venta,casa,chalét independiente,Avenida La Constitución,Hinojedo,Suances,Cantabria,599000,,,no,,5,264,,desconocido,desconocido,otros,0,""
274,INMOBILIARIA VHL,venta,casa,chalét independiente,Barrio Brazomar,Cotolino,Castro-Urdiales,Cantabria,449000,,,sí,,4,231,,desconocido,desconocido,otros,0,""
275,ELITE,venta,casa,chalét independiente,Calle El Millajo,Miengo,Miengo,Cantabria,890000,,,sí,,6,360,,desconocido,desconocido,otros,0,"Villa; vistas al mar"
276,López Alonso Inmobiliaria,venta,piso,,Avenida de Pontejos,El Sardinero,Santander,Cantabria,950000,980000,3,sí,,3,158,8,sí,sí,otros,0,"Vistas al mar"
277,Inmobiliaria uranga,venta,casa,chalét pareado,Barrio Rioseco,Guriezo,Guriezo,Cantabria,263000,,,no,,4,116,,desconocido,desconocido,otros,0,"Casa pareada"
278,Inmonorte,venta,piso,,Avenida de España,Centro,Laredo,Cantabria,495000,,,no,,7,260,2,sí,no,otros,0,"Edificio s.XIX"
279,Inmonorte,venta,piso,,Avenida de España,Centro,Laredo,Cantabria,498000,,,no,,3,90,bajo,sí,no,obra nueva,1,"Recién construido; a estrenar"
280,RE/MAX Vértice,venta,casa,casa montañesa,Liérganes,Liérganes,Liérganes,Cantabria,750000,,,sí,,10,392,,desconocido,desconocido,otros,0,"Villa; casona cántabra"
281,Inmosantander,venta,casa,chalét pareado,Urbanización Virgen del Mar,Soto de la Marina,Santa Cruz de Bezana,Cantabria,545000,575000,5,sí,,4,275,,desconocido,desconocido,otros,0,""
282,Look & Find Santander,venta,casa,chalét adosado,Calle Prosperidad,El Astillero,El Astillero,Cantabria,235000,249000,6,sí,,2,90,,desconocido,desconocido,otros,0,"Guarnizo"
283,ELITE,venta,casa,chalét independiente,Barrio Viveda,Viveda,Viveda,Cantabria,795000,,,sí,,4,369,,desconocido,desconocido,otros,0,"Villa"
284,Norinmobiliaria,venta,casa,chalét adosado,Barrio la Portilla,Liendo,Liendo,Cantabria,598000,675000,11,no,,7,405,,desconocido,desconocido,otros,0,"Rehabilitada"
285,INMOBILIARIA INVERCASS,venta,casa,chalét independiente,Barrio Islares,Oriñón-Allendagua,Castro-Urdiales,Cantabria,699000,,,sí,,6,304,,desconocido,desconocido,otros,0,"Vistas al mar"
286,Fuennova,venta,piso,,Calle Río Saja 24,San Vicente de la Barquera,San Vicente de la Barquera,Cantabria,259000,,,sí,,2,66,3,sí,sí,otros,0,"Urbanización privada"
287,desconocido,venta,dúplex,,Calle Teresa de Calcuta 14,Cotolino,Castro-Urdiales,Cantabria,330000,,,sí,,3,106,5,sí,sí,otros,0,""
288,Inmobiliaria Suances,venta,piso,,Calle Torrelavega 6,Suances,Suances,Cantabria,349000,,,no,,3,111,2,sí,no,otros,0,"Zona playa"
289,Inmobiliaria PAS-NuevoPiso,venta,piso,,Calle Arrabal,Centro - Ayuntamiento,Santander,Cantabria,295000,,,no,,4,88,3,sí,no,otros,0,"Edificio protección"
290,Inmobiliaria Mi Villa,venta,piso,,Barrio la Estación,Ampuero,Ampuero,Cantabria,172000,,,sí,,3,85,2,sí,sí,otros,0,"Reformado"
291,Inmobiliaria Vacaciones,venta,casa,chalét independiente,Calle Muelle del Rey,Somo,Ribamontan al Mar,Cantabria,1289000,,,sí,,5,375,,desconocido,desconocido,otros,0,"Parcela 1041m2"
292,Inmobiliaria Suances,venta,casa,chalét independiente,Calle las Peñias 6,Suances,Suances,Cantabria,990000,,,sí,,6,375,,desconocido,desconocido,otros,0,"Villa; vistas a ría"
293,Mirapiso,venta,ático,,Avenida San Miguel 25,Meruelo,Meruelo,Cantabria,164000,168000,2,sí,,2,88,2,sí,sí,otros,0,"Piscina"
294,EC Inmobiliaria,venta,piso,,Calle San Juan Bautista de la Salle,General Dávila,Santander,Cantabria,330000,,,sí,,2,76,3,sí,sí,otros,0,"Zona Perines-Cisneros"
295,Norhaus Real Estate,venta,casa,chalét pareado,Barrio Solegrario,Ribamontan al Monte,Ribamontan al Monte,Cantabria,148000,150000,1,no,,3,217,,desconocido,desconocido,otros,0,""
296,Inmonojasol s.l,venta,casa,chalét,Calle La Ojerada,Ajo,Ajo,Cantabria,399000,448000,11,sí,,4,200,,desconocido,desconocido,otros,0,"Vistas al mar"
297,Ática Inmobiliaria,venta,piso,,Calle Simancas,General Dávila,Santander,Cantabria,340000,350000,3,sí,,2,117,3,sí,sí,otros,0,"Orientación sur"
298,Ática Inmobiliaria,venta,casa,chalét pareado,Barrio la Puntania,Mortera,Piélagos,Cantabria,499000,530000,6,sí,,5,248,,desconocido,desconocido,otros,0,"Urbanización privada"
299,Norhaus Real Estate,venta,casa,casa de pueblo,Jan Curtius 17,Liérganes,Liérganes,Cantabria,625000,,,no,,5,407,,desconocido,desconocido,otros,0,"A actualizar"
300,Inmobiliaria Barrio,venta,casa,chalét,Carretera Avios 30,Suances,Suances,Cantabria,950000,,,sí,,4,319,,desconocido,desconocido,otros,0,"Vistas al mar"
301,Inmosantander,venta,casa,chalét independiente,Av Fernando Saiz,Soto de la Marina,Santa Cruz de Bezana,Cantabria,590000,690000,14,sí,,5,148,,desconocido,desconocido,otros,0,""
302,Norhaus Real Estate,venta,casa,casa de pueblo,Carretera Trasculina 6,Riotuerto,Riotuerto,Cantabria,120000,,,no,,3,269,,desconocido,desconocido,otros,0,"Para reformar"
303,Inmobiliaria Barrio,venta,ático,,Calle Valladolid 3,Suances,Suances,Cantabria,500000,,,no,,3,103,5,sí,sí,otros,0,"Vistas al mar"
304,Mies de Rial,venta,piso,,Calle Burgos,Numancia - San Fernando,Santander,Cantabria,219000,230000,5,no,,4,119,4,sí,no,otros,0,""
305,Engel & Völkers Santander,venta,casa,chalét independiente,Barrio Carrejo,Cabezón de la Sal,Cabezón de la Sal,Cantabria,670000,,,no,,4,305,,desconocido,desconocido,otros,0,""
306,Inmobiliaria uranga,venta,casa,chalét independiente,Urbanización Peñaflor,Limpias,Limpias,Cantabria,415000,,,no,,5,230,,desconocido,desconocido,otros,0,"En exclusiva"
307,Inmobiliaria PAS-NuevoPiso,venta,piso,,Calle Gerardo Diego,Alisal - Cazoña - San Román,Santander,Cantabria,330000,,,sí,,3,87,5,sí,sí,otros,0,""
308,desconocido,venta,dúplex,,Calle Ortiz Otáñez 32,Santoña,Santoña,Cantabria,310000,,,no,,3,166,3,sí,sí,otros,0,"Ático-dúplex"
309,Grupo Imperio Building,venta,casa,chalét independiente,Barrio Villaparte,Voto,Voto,Cantabria,275000,,,sí,,3,125,,desconocido,desconocido,obra nueva,1,"A estrenar"
310,Espazio Inmobiliario,venta,casa,chalét independiente,Carretera Ongayo,Suances,Suances,Cantabria,980000,,,sí,,4,274,,desconocido,desconocido,otros,0,"Construcción reciente; calificación A"
311,Inmobiliaria PAS-NuevoPiso,venta,casa,chalét independiente,CA-303,Mortera,Piélagos,Cantabria,470000,,,sí,,4,360,,desconocido,desconocido,otros,0,""
312,Norinmobiliaria,venta,piso,,Av Cantabria,Escalante,Escalante,Cantabria,199000,,,no,,3,99,1,sí,no,otros,0,"En exclusiva"
313,Inmobiliaria PAS-NuevoPiso,venta,piso,,Calle Carlos III,Castilla - Hermida,Santander,Cantabria,328000,,,no,,4,108,4,sí,sí,otros,0,""
314,Grupo Imperio Building,venta,dúplex,,Barrio la Somadilla,Voto,Voto,Cantabria,148000,156000,5,sí,,3,100,1,desconocido,desconocido,otros,0,""
315,Engel & Völkers Santander,venta,casa,chalét independiente,Barrio la Esprilla,Igollo,Camargo,Cantabria,250000,,,no,,2,54,,desconocido,desconocido,otros,0,""
316,Look & Find Santander,venta,piso,,Calle Alday,Maliaño,Camargo,Cantabria,250000,,,sí,,2,86,bajo,sí,sí,otros,0,"Bajo con jardín"
317,Gestión Inmobiliaria Crisser,venta,piso,,Avenida Benedicto Ruiz,Ajo,Ajo,Cantabria,325000,,,no,,3,101,2,sí,no,obra nueva,1,"Totalmente reformado y a estrenar"
318,Distrito Inmobiliario,venta,piso,,Calle Justicia,Cuatro Caminos,Santander,Cantabria,250000,,,no,,2,67,3,sí,no,otros,0,"Reformado"
319,Inmobiliaria Eurocasa,venta,casa,chalét independiente,Liencres,Piélagos,Piélagos,Cantabria,600000,,,sí,,3,104,,desconocido,desconocido,otros,0,"Vistas al mar"
320,Gestión Inmobiliaria Crisser,venta,piso,apartamento,Av Benedicto Ruiz,Ajo,Ajo,Cantabria,130000,,,no,,1,47,1,sí,sí,otros,0,"Apartamento"
321,Inmobiliaria las Dunas,venta,casa,chalét independiente,La Tejera,Boo,Piélagos,Cantabria,670000,,,sí,,5,400,,desconocido,desconocido,otros,0,"Villa"
322,Inmobiliarias San Fernando,venta,casa,chalét independiente,Barrio Mies del Valle,Oruña,Piélagos,Cantabria,567000,,,sí,,5,262,,desconocido,desconocido,otros,0,""
323,desconocido,venta,casa,chalét independiente,Barrio San Mames Iglesia,Meruelo,Meruelo,Cantabria,420000,,,sí,,3,150,,desconocido,desconocido,otros,0,"En exclusiva"
324,BilboLar Servicios Inmobiliarios,venta,piso,,Calle República Argentina,Centro,Castro-Urdiales,Cantabria,400000,,,no,,5,150,5,sí,sí,otros,0,"Vistas al mar"
325,Inmobiliarias San Fernando,venta,casa,chalét independiente,N-611,Cartes,Cartes,Cantabria,329000,,,sí,,4,247,,desconocido,desconocido,otros,0,""
326,Inmobiliaria uranga,venta,casa,chalét independiente,Puente Barrio el,Guriezo,Guriezo,Cantabria,288000,298000,3,no,,3,110,,desconocido,desconocido,otros,0,""
327,RUBIO INMOBILIARIA,venta,casa,casa de pueblo,Calle la Mies 7,Ampuero,Ampuero,Cantabria,395000,,,sí,,4,284,,desconocido,desconocido,otros,0,""
328,desconocido,venta,casa,casa independiente,Bo Liaño-Bofetán,Villaescusa,Villaescusa,Cantabria,395000,,,sí,,4,494,,desconocido,desconocido,otros,0,""
329,Inmobiliaria las Dunas,venta,piso,,Barrio Rodil,Mortera,Piélagos,Cantabria,159000,,,no,,2,50,bajo,sí,no,obra nueva,1,"Local reformado y nuevo a estrenar"
330,Inmobiliaria SOMOPLAYA / INMOLOREDO,venta,casa,chalét independiente,Ribamontan al Monte,,Ribamontan al Monte,Cantabria,450000,,,no,,4,160,,desconocido,desconocido,otros,0,""
331,Nortepisos,venta,casa,chalét,Barrio la Sierra 1,Ris,Noja,Cantabria,359900,,,sí,,3,100,,desconocido,desconocido,otros,0,""
332,gestiona inmobiliaria,venta,piso,,Tregadín,Noja,Noja,Cantabria,285000,295000,3,sí,,1,65,bajo,sí,no,otros,0,"Vistas al mar"
333,desconocido,venta,piso,,Rasines,Rasines,Rasines,Cantabria,130000,134000,3,no,,3,87,1,sí,no,otros,0,"Reformado"
334,Gestión Inmobiliaria Val de Cella,venta,piso,,Calle Playa de Usil 465,Mogro,Mogro,Cantabria,210000,,,sí,,2,60,1,sí,no,otros,0,""
335,ELITE,venta,casa,casona,Barcena de Cicero,Bárcena de Cicero,Bárcena de Cicero,Cantabria,1850000,,,sí,,7,997,,desconocido,desconocido,otros,0,"Lujo"
336,Nortepisos,venta,piso,,Avenida San Miguel 1,Meruelo,Meruelo,Cantabria,150000,,,sí,,2,67,3,desconocido,desconocido,otros,0,"En exclusiva"
337,Fuennova,venta,casa,chalét independiente,Barrio Abaño 3,San Vicente de la Barquera,San Vicente de la Barquera,Cantabria,585000,,,no,,4,194,,desconocido,desconocido,otros,0,""
338,INMOBILIARIA INVERCASS,venta,casa,chalét adosado,Brazomar,Castro-Urdiales,Castro-Urdiales,Cantabria,515000,,,sí,,4,247,,desconocido,desconocido,otros,0,""
339,Inmonojasol s.l,venta,casa,chalét,Barrio Castillo,Arnuero,Arnuero,Cantabria,430000,,,sí,,4,290,,desconocido,desconocido,otros,0,""
340,Ática Inmobiliaria,venta,casa,casa de pueblo,Barrio Casuso,Bárcena de Cicero,Bárcena de Cicero,Cantabria,495000,,,no,,8,361,,desconocido,desconocido,otros,0,""
341,Inmonojasol s.l,venta,casa,chalét adosado,Calle Alonso del Camino,Ajo,Ajo,Cantabria,375000,,,sí,,5,190,,desconocido,desconocido,otros,0,""
342,Inmonojasol s.l,venta,casa,chalét adosado,Barrio el Mesón,Beranga,Beranga,Cantabria,340000,,,sí,,5,200,,desconocido,desconocido,otros,0,""
343,MENA INMOBILIARIA,venta,piso,,Bezana,Santa Cruz de Bezana,Santa Cruz de Bezana,Cantabria,299000,309000,3,sí,,3,95,1,sí,sí,otros,0,""
344,Inmonojasol s.l,venta,casa,chalét independiente,Carretera de Soano,Noja,Noja,Cantabria,1130000,,,sí,,5,650,,desconocido,desconocido,otros,0,"Vistas al mar; casa de piedra"
345,Inmonojasol s.l,venta,casa,chalét adosado,Avenida Ris,Ris,Noja,Cantabria,359900,,,sí,,3,100,,desconocido,desconocido,otros,0,""
346,desconocido,venta,casa,casa independiente,Barrio el Carmen 40,Revilla,Camargo,Cantabria,349000,,,sí,,4,324,,desconocido,desconocido,otros,0,"Casa de pueblo"
347,Inmonojasol s.l,venta,casa,chalét adosado,Barrio Arnuero-Espinamonte,Arnuero,Arnuero,Cantabria,290000,,,sí,,3,160,,desconocido,desconocido,otros,0,"En exclusiva"
348,Inmonojasol s.l,venta,casa,chalét independiente,Calle el Casar,Tregadín,Noja,Cantabria,1290000,,,sí,,4,715,,desconocido,desconocido,otros,0,""
349,Inmonojasol s.l,venta,casa,chalét,Barrio la Iglesia de San Mamés,Meruelo,Meruelo,Cantabria,374000,,,sí,,3,180,,desconocido,desconocido,otros,0,"En exclusiva"
350,desconocido,venta,piso,dúplex,Calle Cardenal Cisneros,General Dávila,Santander,Cantabria,450000,,,no,,3,198,bajo,sí,no,otros,0,"Dúplex"
351,desconocido,venta,piso,,Calle San Luis,Numancia - San Fernando,Santander,Cantabria,220000,,,no,,3,64,4,sí,no,otros,0,""
352,Grupo Imperio Building,venta,piso,,Voto,Voto,Voto,Cantabria,159000,,,sí,,2,70,3,sí,sí,otros,0,"En exclusiva"
353,Engel & Völkers Santander,venta,casa,masía,Lugar Padierniga,Voto,Voto,Cantabria,648000,,,sí,,5,319,,desconocido,desconocido,otros,0,""
354,Distrito Inmobiliario,venta,casa,chalét pareado,Barrio el Callejo,Liencres,Piélagos,Cantabria,354000,,,sí,,4,170,,desconocido,desconocido,otros,0,""
355,Lovia Homes S.L.,venta,casa,chalét independiente,Camargo,Camargo,Camargo,Cantabria,320000,,,no,,4,607,,desconocido,desconocido,otros,0,""
356,Inmobiliaria Barrio,venta,casa,chalét independiente,Calle La Tabierna 47,Suances,Suances,Cantabria,950000,1150000,17,sí,,6,456,,desconocido,desconocido,otros,0,""
